rank,beta,relative error,std error
1,0.0,0.13358073775580265,0.0013136726077062387
1,0.2222222222222222,0.1328134457597795,0.0011531538827093536
1,0.4444444444444444,0.13340551543257562,0.0024375997695565213
1,0.6666666666666666,0.13541700837495033,0.0019224274000105587
1,0.8888888888888888,0.1388719500138403,0.0015201695032355377
1,1.1111111111111112,0.14248924188693055,0.000955415360698089
1,1.3333333333333333,0.144408730014358,0.00226538265836488
1,1.5555555555555554,0.14857235043595096,0.0016642136577746372
1,1.7777777777777777,0.15193100626991543,0.0020313065359885227
1,2.0,0.15493957504248163,0.0013322951880635047
2,0.0,0.07482134933099995,0.0013905324693971404
2,0.2222222222222222,0.07571436581203751,0.001992102890417679
2,0.4444444444444444,0.07886313395155883,0.0015254655264929009
2,0.6666666666666666,0.08436368194626534,0.0017300450351263724
2,0.8888888888888888,0.08970123656987454,0.0019112492524531414
2,1.1111111111111112,0.0962714532595172,0.0015621784198462285
2,1.3333333333333333,0.10214702869304793,0.001827449076653229
2,1.5555555555555554,0.10722374193275383,0.0011868324656295075
2,1.7777777777777777,0.11245807944512784,0.0016823973181588053
2,2.0,0.11650803726422984,0.0011169984068621613
3,0.0,0.04153862785665313,0.0005009737739145299
3,0.2222222222222222,0.04278255156286183,0.0006275425601366054
3,0.4444444444444444,0.04798083131024983,0.0008012233850541859
3,0.6666666666666666,0.05665711330836663,0.0007761428214084253
3,0.8888888888888888,0.06627287153523373,0.0008081503190327588
3,1.1111111111111112,0.07528167462392929,0.00046575073898700637
3,1.3333333333333333,0.08280691952570576,0.001270102388794526
3,1.5555555555555554,0.08927953159247778,0.0012631586303425116
3,1.7777777777777777,0.09564893363799426,0.000844811678418852
3,2.0,0.10172763329142027,0.0006524059174793782
4,0.0,0.034173933725127635,0.000525218583795941
4,0.2222222222222222,0.036156734292194834,0.0007896363018514437
4,0.4444444444444444,0.04189211764140651,0.00063419773371806
4,0.6666666666666666,0.051552352876841734,0.000528672657533172
4,0.8888888888888888,0.06189462442884974,0.0007459046345194655
4,1.1111111111111112,0.07092268866966223,0.0005035618470715305
4,1.3333333333333333,0.07937690748526487,0.0009607974670297202
4,1.5555555555555554,0.08649421632814931,0.0007882697547994585
4,1.7777777777777777,0.09294611893623184,0.0012403974327050541
4,2.0,0.09867445802973127,0.0008908307161542078
5,0.0,0.026085497214119947,0.0004076702414177334
5,0.2222222222222222,0.029477930453594,0.0007862765436589971
5,0.4444444444444444,0.03728707610510491,0.0006313558174288437
5,0.6666666666666666,0.04886702696589396,0.0009618637718612487
5,0.8888888888888888,0.05943767401784368,0.0007985463145046628
5,1.1111111111111112,0.06923964805188784,0.0010055661017893615
5,1.3333333333333333,0.07857858021906575,0.00084887283763669
5,1.5555555555555554,0.08575144815475724,0.0012578991964546785
5,1.7777777777777777,0.09231964164083076,0.0008910953453713136
5,2.0,0.09804821142948274,0.0010493731935467933
6,0.0,0.02183518662424847,0.0003876343748665606
6,0.2222222222222222,0.027429023255023506,0.0006603782995884225
6,0.4444444444444444,0.035401294588443724,0.0005493799836979839
6,0.6666666666666666,0.047207652847530215,0.0009171072035464702
6,0.8888888888888888,0.05805245442288155,0.0007370104707339924
6,1.1111111111111112,0.06851970689659431,0.0011415988895132256
6,1.3333333333333333,0.07769082449549526,0.0007811988427437555
6,1.5555555555555554,0.08442603936362347,0.0009523432354787356
6,1.7777777777777777,0.09309311617658954,0.0028267738789200737
6,2.0,0.09744449405858144,0.0010036490342924692
7,0.0,0.018269236463836467,0.00047227871586863745
7,0.2222222222222222,0.024194900795613736,0.0004974965768820588
7,0.4444444444444444,0.0331338833012457,0.0007790102349743265
7,0.6666666666666666,0.04557601064714621,0.0008894686270501188
7,0.8888888888888888,0.05745873158135413,0.0010653780937219712
7,1.1111111111111112,0.06807705849281931,0.0005493150322248965
7,1.3333333333333333,0.07670020697345417,0.0007938661525757026
7,1.5555555555555554,0.08901766878030712,0.006813512129701418
7,1.7777777777777777,0.09608997436226603,0.005805862126611074
7,2.0,0.10189327088714248,0.006171417386998144
8,0.0,0.016046053398538002,0.0007132476498563689
8,0.2222222222222222,0.02281715815846885,0.0007230369019446868
8,0.4444444444444444,0.032607555725097534,0.0009603918655418877
8,0.6666666666666666,0.044902084296501124,0.0006046707771623463
8,0.8888888888888888,0.06110020280172592,0.006813306435886185
8,1.1111111111111112,0.070419360212936,0.005835135421911038
8,1.3333333333333333,0.08446704740962856,0.007969459036439192
8,1.5555555555555554,0.0949920572958919,0.0053427933482266335
8,1.7777777777777777,0.1028780422630547,0.0017589170365496258
8,2.0,0.10888419226927229,0.002768507507331701
9,0.0,0.013546877980856787,0.0003035572190882975
9,0.2222222222222222,0.02562093505656197,0.010780333682497754
9,0.4444444444444444,0.03801012704770998,0.00974377799659383
9,0.6666666666666666,0.047047706819433904,0.00655676004019116
9,0.8888888888888888,0.06794617565989115,0.006936063468143471
9,1.1111111111111112,0.0792535965145198,0.0023944623083615095
9,1.3333333333333333,0.09020216970980863,0.004225465654524194
9,1.5555555555555554,0.10028888797055431,0.003164344232496637
9,1.7777777777777777,0.10610416159400668,0.004886481385613611
9,2.0,0.11254337127650169,0.00377052579517029
10,0.0,0.011546552166490887,0.0003697785642118635
10,0.2222222222222222,0.028275174905046337,0.009617500012655687
10,0.4444444444444444,0.04032908023120947,0.010323987840146641
10,0.6666666666666666,0.056828527351844196,0.0063613522039714385
10,0.8888888888888888,0.07308808014639255,0.00366726283322788
10,1.1111111111111112,0.0890056715132876,0.008251198359418732
10,1.3333333333333333,0.09768088978490329,0.0032727353920119556
10,1.5555555555555554,0.10152699905548271,0.004457777723249303
10,1.7777777777777777,0.10952182294883132,0.0036802004189248764
10,2.0,0.11760826914637615,0.0037286575497843767
11,0.0,0.010090511410178405,0.00020245318774050297
11,0.2222222222222222,0.029227464482126715,0.0122750527888037
11,0.4444444444444444,0.045075365299067076,0.012192103397591735
11,0.6666666666666666,0.06495305853608761,0.009484412479430847
11,0.8888888888888888,0.07714778157823692,0.006160930471662136
11,1.1111111111111112,0.09149049000598872,0.0030619886947112498
11,1.3333333333333333,0.09980557029196613,0.004306953776551954
11,1.5555555555555554,0.1072773257744882,0.0029197141105999644
11,1.7777777777777777,0.11329696968845211,0.003621382204683052
11,2.0,0.1178865746100877,0.002715882056649338
12,0.0,0.009240295435080436,0.0003248245577526896
12,0.2222222222222222,0.04276952068466875,0.011686254582083491
12,0.4444444444444444,0.04833175462073618,0.00872189964707976
12,0.6666666666666666,0.062261292715630634,0.005461150125519165
12,0.8888888888888888,0.08303210196938794,0.008444350386824949
12,1.1111111111111112,0.09379581948680457,0.0034004595235056488
12,1.3333333333333333,0.10165425058394784,0.0027755230114740125
12,1.5555555555555554,0.10959976391797555,0.003302100846228221
12,1.7777777777777777,0.11680464229969308,0.004632893416010539
12,2.0,0.12485228027661033,0.0042139671686894885
13,0.0,0.008258117953587432,9.470995707066444e-05
13,0.2222222222222222,0.037682385887303896,0.012913458230893881
13,0.4444444444444444,0.05270911445675688,0.002986976817343514
13,0.6666666666666666,0.06783029754348967,0.011308505258363941
13,0.8888888888888888,0.08798823904833981,0.0022492825951702074
13,1.1111111111111112,0.09748729211723782,0.0029674428782514462
13,1.3333333333333333,0.1059084167149144,0.004442636680937167
13,1.5555555555555554,0.11346559091607582,0.0038200135816256154
13,1.7777777777777777,0.12366655469756169,0.0038063114264353178
13,2.0,0.1273319591594912,0.00398865132834886
14,0.0,0.007593890973668462,0.00023901409231709316
14,0.2222222222222222,0.03664579847331524,0.013301632393823605
14,0.4444444444444444,0.0528955308918891,0.0033730915884402964
14,0.6666666666666666,0.07251279698083736,0.010962972698951575
14,0.8888888888888888,0.0913534400730951,0.006317485150439781
14,1.1111111111111112,0.10183448143173901,0.005802470712261681
14,1.3333333333333333,0.10943374801871161,0.005948645026790645
14,1.5555555555555554,0.11394565592900116,0.0042606124811197035
14,1.7777777777777777,0.12447924176187142,0.0049192114704934755
14,2.0,0.13370902913802069,0.002854894081210065
15,0.0,0.007302768450423794,0.00020200957878383248
15,0.2222222222222222,0.044827946465285,0.00902867845646948
15,0.4444444444444444,0.05224029355598114,0.003642472662161607
15,0.6666666666666666,0.0806361761436629,0.014072130021688554
15,0.8888888888888888,0.09609724472909933,0.00733447274005298
15,1.1111111111111112,0.10377655000874766,0.0054864596342111965
