,state,county,fips,population_estimate
3160,Puerto Rico,Cayey Municipio,72035,42409
3161,Puerto Rico,Ceiba Municipio,72037,10904
3162,Puerto Rico,Ciales Municipio,72039,15808
3163,Puerto Rico,Cidra Municipio,72041,38307
3164,Puerto Rico,Coamo Municipio,72043,38336
3165,Puerto Rico,Comerío Municipio,72045,18648
3166,Puerto Rico,Corozal Municipio,72047,32293
3167,Puerto Rico,Culebra Municipio,72049,1714
3168,Puerto Rico,Dorado Municipio,72051,36141
3169,Puerto Rico,Fajardo Municipio,72053,29454
3170,Puerto Rico,Florida Municipio,72054,11317
3171,Puerto Rico,Guánica Municipio,72055,15383
3172,Puerto Rico,Guayama Municipio,72057,39465
3173,Puerto Rico,Guayanilla Municipio,72059,17623
3174,Puerto Rico,Guaynabo Municipio,72061,83728
3175,Puerto Rico,Gurabo Municipio,72063,47093
3176,Puerto Rico,Hatillo Municipio,72065,39218
3177,Puerto Rico,Hormigueros Municipio,72067,15518
3178,Puerto Rico,Humacao Municipio,72069,50653
3179,Puerto Rico,Isabela Municipio,72071,40423
3180,Puerto Rico,Jayuya Municipio,72073,13891
3181,Puerto Rico,Juana Díaz Municipio,72075,44679
3182,Puerto Rico,Juncos Municipio,72077,38155
3183,Puerto Rico,Lajas Municipio,72079,22010
3184,Puerto Rico,Lares Municipio,72081,24276
3185,Puerto Rico,Las Marías Municipio,72083,7927
3186,Puerto Rico,Las Piedras Municipio,72085,37007
3187,Puerto Rico,Loíza Municipio,72087,24553
3188,Puerto Rico,Luquillo Municipio,72089,17665
3189,Puerto Rico,Manatí Municipio,72091,37287
3190,Puerto Rico,Maricao Municipio,72093,5430
3191,Puerto Rico,Maunabo Municipio,72095,10321
3192,Puerto Rico,Mayagüez Municipio,72097,71530
3193,Puerto Rico,Moca Municipio,72099,34891
3194,Puerto Rico,Morovis Municipio,72101,30335
3195,Puerto Rico,Naguabo Municipio,72103,25761
3196,Puerto Rico,Naranjito Municipio,72105,27349
3197,Puerto Rico,Orocovis Municipio,72107,20220
3198,Puerto Rico,Patillas Municipio,72109,16211
3199,Puerto Rico,Peñuelas Municipio,72111,19249
3200,Puerto Rico,Ponce Municipio,72113,131881
3201,Puerto Rico,Quebradillas Municipio,72115,22918
3202,Puerto Rico,Rincón Municipio,72117,13656
3203,Puerto Rico,Río Grande Municipio,72119,48025
3204,Puerto Rico,Sabana Grande Municipio,72121,21712
3205,Puerto Rico,Salinas Municipio,72123,27128
3206,Puerto Rico,San Germán Municipio,72125,30227
3207,Puerto Rico,San Juan Municipio,72127,318441
3208,Puerto Rico,San Lorenzo Municipio,72129,35989
3209,Puerto Rico,San Sebastián Municipio,72131,35528
3210,Puerto Rico,Santa Isabel Municipio,72133,21209
3211,Puerto Rico,Toa Alta Municipio,72135,72025
3212,Puerto Rico,Toa Baja Municipio,72137,74271
3213,Puerto Rico,Trujillo Alto Municipio,72139,63674
3214,Puerto Rico,Utuado Municipio,72141,27395
3215,Puerto Rico,Vega Alta Municipio,72143,36061
3216,Puerto Rico,Vega Baja Municipio,72145,50023
3217,Puerto Rico,Vieques Municipio,72147,8386
3218,Puerto Rico,Villalba Municipio,72149,21372
3219,Puerto Rico,Yabucoa Municipio,72151,32282
3220,Puerto Rico,Yauco Municipio,72153,33575
