rank,beta,relative error,std error
1,0.0,0.11402192212959697,0.0009582444332438853
1,0.14285714285714285,0.11449834883547447,0.0015803946326642517
1,0.2857142857142857,0.12109178781324322,0.000956539725415587
1,0.42857142857142855,0.13108183887572705,0.0016628537382366068
1,0.5714285714285714,0.14580249313249752,0.0010716606740033621
1,0.7142857142857142,0.15974128780649743,0.0026020825975183403
1,0.8571428571428571,0.17339056303734082,0.0019536135445015783
1,1.0,0.18629294164083895,0.002334513450637181
1,1.1428571428571428,0.19637641276188075,0.002834554673419906
1,1.2857142857142856,0.20561004405077754,0.0021695283411533833
1,1.4285714285714284,0.21517830995763937,0.0027864802895633985
1,1.5714285714285714,0.2237234127517702,0.004255196491851045
1,1.7142857142857142,0.23096837923713207,0.0022764368333692215
1,1.857142857142857,0.23750417418601893,0.0026724202276143232
1,2.0,0.24388911789160034,0.0029615213609605812
2,0.0,0.07891821150423434,0.0014178802157484498
2,0.14285714285714285,0.07911849213711042,0.000797681483220856
2,0.2857142857142857,0.08976605656588635,0.0010600014159963971
2,0.42857142857142855,0.10443804757426775,0.001565639264776152
2,0.5714285714285714,0.1232375708840977,0.0012759319235692475
2,0.7142857142857142,0.14112047799966557,0.001954164677929755
2,0.8571428571428571,0.1563312557249218,0.002352956136529603
2,1.0,0.1684570478917758,0.0037889343656862385
2,1.1428571428571428,0.18078069371627095,0.002458094432489645
2,1.2857142857142856,0.19210526422778165,0.003418018511277971
2,1.4285714285714284,0.20244266585959786,0.0038158359073446877
2,1.5714285714285714,0.21383399082388244,0.002617862475040479
2,1.7142857142857142,0.21990375239202767,0.002700846376006776
2,1.857142857142857,0.22824797101902053,0.0024148981772066456
2,2.0,0.23495451230955017,0.002557811212852659
3,0.0,0.06425399174480932,0.0009193280747761773
3,0.14285714285714285,0.06530334939353852,0.0010442785581751641
3,0.2857142857142857,0.07788397322527521,0.001718557648825641
3,0.42857142857142855,0.0958488081732948,0.0010907093511598174
3,0.5714285714285714,0.11675196205512137,0.0016205783663126563
3,0.7142857142857142,0.13530025946308732,0.0035840688505059826
3,0.8571428571428571,0.15100795221092336,0.002211163624357887
3,1.0,0.16376541699228703,0.0021673576749191227
3,1.1428571428571428,0.17946783639461725,0.003316860000308317
3,1.2857142857142856,0.19181392764333932,0.003589491455065823
3,1.4285714285714284,0.2094387866356283,0.00943169277986594
3,1.5714285714285714,0.22723328008480564,0.009349228925757689
3,1.7142857142857142,0.24320579935942072,0.011211633021782836
3,1.857142857142857,0.24409029351842668,0.009145917927262803
3,2.0,0.2476297679751233,0.006794759394988991
4,0.0,0.05095304034651854,0.0006113995196860284
4,0.14285714285714285,0.052447335584503076,0.0009424437973575017
4,0.2857142857142857,0.0667200893440203,0.0009336914086204781
4,0.42857142857142855,0.08910556464312236,0.0014454286838146244
4,0.5714285714285714,0.11248830388399227,0.0015013257717693116
4,0.7142857142857142,0.13498871636705317,0.0029256449592641206
4,0.8571428571428571,0.15017094430961223,0.0018898604726019137
4,1.0,0.17537030979819299,0.013809601193654491
4,1.1428571428571428,0.18756767332528188,0.01073694989191068
4,1.2857142857142856,0.20296943285865673,0.006759118695484588
4,1.4285714285714284,0.2195209745740879,0.009773443987220146
4,1.5714285714285714,0.2380752028956085,0.0051390144721619
4,1.7142857142857142,0.24898112178886853,0.0066311836232013826
4,1.857142857142857,0.25333041382817495,0.006529553717553333
4,2.0,0.2598310730968683,0.0067583928729261465
5,0.0,0.04312249341016145,0.0004997910720806229
5,0.14285714285714285,0.04481349475259168,0.0009434188945044627
5,0.2857142857142857,0.06196383089859864,0.001261553575576409
5,0.42857142857142855,0.08583896054157183,0.0016392895925891927
5,0.5714285714285714,0.12011150638784059,0.021931080420998207
5,0.7142857142857142,0.1560397943897724,0.026115803978111342
5,0.8571428571428571,0.18333016958260448,0.020157318318786952
5,1.0,0.19391742283225,0.015717120464071116
5,1.1428571428571428,0.20130117285068788,0.008694747431123159
5,1.2857142857142856,0.21812807996986194,0.011543362311681325
5,1.4285714285714284,0.2303162014676836,0.009264861699786676
5,1.5714285714285714,0.24996496110497582,0.00934096709741066
5,1.7142857142857142,0.2682067306392111,0.010377240750315448
5,1.857142857142857,0.27720752137797927,0.0038855256908321614
5,2.0,0.2787388746305231,0.006049062624828878
6,0.0,0.03607168848865429,0.0006831999739538681
6,0.14285714285714285,0.03812465263115643,0.0005657065548177655
6,0.2857142857142857,0.05690294751285535,0.0007500156096036222
6,0.42857142857142855,0.08316841692104132,0.0018788600181777635
6,0.5714285714285714,0.16782386236455044,0.021352920421212618
6,0.7142857142857142,0.18810120824859025,0.012110202385571086
6,0.8571428571428571,0.20393328223940896,0.01097555702854779
6,1.0,0.21878464754404403,0.011326625851199876
6,1.1428571428571428,0.22513728306330863,0.008136986916155175
6,1.2857142857142856,0.24399807348131364,0.010549051213680773
6,1.4285714285714284,0.2546610685137698,0.009617379241436465
6,1.5714285714285714,0.26382576923732354,0.011049320110030849
6,1.7142857142857142,0.27346905597631005,0.005661567645882285
6,1.857142857142857,0.28734487569697115,0.012607333580571293
6,2.0,0.2868579912760091,0.010296421603069534
7,0.0,0.03079583071466821,0.0006202353144559374
7,0.14285714285714285,0.03270310142556242,0.0007575064935192624
7,0.2857142857142857,0.05352035485922942,0.0016228351903682784
7,0.42857142857142855,0.08115804297733484,0.0018476206563148652
7,0.5714285714285714,0.1604709375079142,0.026099522337983207
7,0.7142857142857142,0.1874819759435352,0.008907127284589448
7,0.8571428571428571,0.2215450455465533,0.014571628215843192
7,1.0,0.24129492509763306,0.011776006141789273
7,1.1428571428571428,0.23858743442141894,0.014230589629926793
7,1.2857142857142856,0.254570118698663,0.009155360084308182
7,1.4285714285714284,0.2756949318282667,0.011437740288516546
7,1.5714285714285714,0.281658990087288,0.01269639077998633
7,1.7142857142857142,0.2920676734083253,0.013506462568097777
7,1.857142857142857,0.30021453756503164,0.01136968876156238
7,2.0,0.3019179743586494,0.011186182998669176
8,0.0,0.025130449638901618,0.00047185947840689606
8,0.14285714285714285,0.028632436939695544,0.0005979524502206722
8,0.2857142857142857,0.05152120727021862,0.0017659519374107948
8,0.42857142857142855,0.12006323274809164,0.04126148972734852
8,0.5714285714285714,0.17719231235415328,0.0027913558833119662
8,0.7142857142857142,0.1957018542069503,0.01145097367599452
8,0.8571428571428571,0.23075435177508624,0.01255556059697353
8,1.0,0.254754354007416,0.015327523864147558
8,1.1428571428571428,0.2629280643259093,0.0198642100961093
8,1.2857142857142856,0.2725911606014593,0.01507754344097308
8,1.4285714285714284,0.28561574872870277,0.010980304690378202
8,1.5714285714285714,0.2939941956442143,0.012778772209497474
8,1.7142857142857142,0.31214251208971794,0.012583280592231622
8,1.857142857142857,0.31096708002255957,0.011546304619820756
8,2.0,0.3159750604917346,0.008149253186903783
9,0.0,0.020027644522900907,0.0006987350624146874
9,0.14285714285714285,0.02401930429364741,0.0005840367321802591
9,0.2857142857142857,0.049137049659427216,0.0014164163130283437
9,0.42857142857142855,0.14698298056274903,0.017984015122547246
9,0.5714285714285714,0.18702235273252787,0.010045982987899575
9,0.7142857142857142,0.22181064726207472,0.014626859896731738
9,0.8571428571428571,0.2478784728535855,0.01867021073102932
9,1.0,0.2713997797045909,0.01757756043556552
9,1.1428571428571428,0.27766409504615464,0.016765087588758203
9,1.2857142857142856,0.2926569855538169,0.00978153504524527
9,1.4285714285714284,0.3033284706439516,0.00932473034001326
9,1.5714285714285714,0.3193469654229754,0.015363465283071214
9,1.7142857142857142,0.3149607677245442,0.008805007146459074
9,1.857142857142857,0.31740108260113037,0.005931115376453064
9,2.0,0.3258596443064866,0.017317008101888288
10,0.0,0.017680546549202182,0.00023420814840326547
10,0.14285714285714285,0.021488005028505494,0.00038193430311452616
10,0.2857142857142857,0.05322965308488684,0.015161041320952705
10,0.42857142857142855,0.16041601456187032,0.014868536632164229
10,0.5714285714285714,0.2081341971943787,0.015342203431605785
10,0.7142857142857142,0.23045387467662617,0.007867530149307021
10,0.8571428571428571,0.2712087423173485,0.013574219736427973
10,1.0,0.29329774144859355,0.016366907966351003
10,1.1428571428571428,0.302215713475207,0.012148283496686405
10,1.2857142857142856,0.29875906703806326,0.010903180922570277
10,1.4285714285714284,0.3266972176187902,0.016851238133968004
10,1.5714285714285714,0.32753776108311067,0.013455338308904096
10,1.7142857142857142,0.3328912879032718,0.009509869124233279
10,1.857142857142857,0.3376468885946635,0.011226827979683043
10,2.0,0.3372248611163501,0.008499825717119875
11,0.0,0.015423239563359198,0.0002984146044505497
11,0.14285714285714285,0.019587142122342294,0.0004081496605686483
11,0.2857142857142857,0.05693066873983836,0.02634464639174657
11,0.42857142857142855,0.18022934057167253,0.023036213558157013
11,0.5714285714285714,0.21844737538449888,0.017840743712733056
11,0.7142857142857142,0.2540516715724778,0.0076025189207325
11,0.8571428571428571,0.2821626970290669,0.012033519513031918
11,1.0,0.2986292148215567,0.010430730293822575
11,1.1428571428571428,0.32668943772592846,0.01167791234025831
11,1.2857142857142856,0.32448707925819936,0.01244763197813972
11,1.4285714285714284,0.3262014869265779,0.018145088130474635
11,1.5714285714285714,0.33383959604090846,0.01572006141104147
11,1.7142857142857142,0.34928236655385075,0.010876746787482253
11,1.857142857142857,0.35199267923662675,0.016723900756502232
11,2.0,0.35593284266882347,0.009226159522449399
12,0.0,0.014458997682474889,0.0004888579741517827
12,0.14285714285714285,0.018860286947926925,0.00028484986911198046
12,0.2857142857142857,0.10114620794363313,0.04766406282674169
12,0.42857142857142855,0.196454990999074,0.024262109631758285
12,0.5714285714285714,0.2548911115493048,0.03550732289376184
12,0.7142857142857142,0.27503536013080027,0.014515613648246726
12,0.8571428571428571,0.29820792906822885,0.015338069071847822
12,1.0,0.3200348919195631,0.01935246251280059
12,1.1428571428571428,0.32294097054874593,0.018016874793176655
12,1.2857142857142856,0.33249471511123396,0.017529628438775254
12,1.4285714285714284,0.3469768331114317,0.012010605761092495
12,1.5714285714285714,0.35781635217714275,0.0068791584236945254
12,1.7142857142857142,0.36058546876638653,0.013842065233913918
12,1.857142857142857,0.36321719199066316,0.013783683336661915
12,2.0,0.3658179020361692,0.007854907064354337
13,0.0,0.013408562403685365,0.0002932918596159957
13,0.14285714285714285,0.018121928898882842,0.00048147216507466394
13,0.2857142857142857,0.1486630956198461,0.03421707350703769
13,0.42857142857142855,0.21938712424586537,0.027006079537718445
13,0.5714285714285714,0.26259902627852655,0.011519405414902982
13,0.7142857142857142,0.2956757152742432,0.010194881828050615
13,0.8571428571428571,0.31360703603255735,0.010068725548491973
13,1.0,0.3292711330885051,0.021344746620034515
13,1.1428571428571428,0.3442622036457937,0.013794276690214187
13,1.2857142857142856,0.35256785501729176,0.010115201978113834
13,1.4285714285714284,0.3585557399402143,0.015100847492341774
13,1.5714285714285714,0.36737152294051356,0.012639829887534119
13,1.7142857142857142,0.36644290192112966,0.00917452550763296
13,1.857142857142857,0.3660483342298019,0.007977129042752888
13,2.0,0.3659567980271492,0.012165039075699043
14,0.0,0.012641929266438829,0.0002847307611382595
14,0.14285714285714285,0.017422858850982874,0.00035053785922347226
14,0.2857142857142857,0.15541221967031701,0.015828140019072026
14,0.42857142857142855,0.2190010426603181,0.01647165840324842
14,0.5714285714285714,0.264698184117122,0.013192943336947474
14,0.7142857142857142,0.30759185595511396,0.016250583088932905
14,0.8571428571428571,0.3324704458377401,0.017841112163194523
14,1.0,0.34312028044863935,0.014032690378920966
14,1.1428571428571428,0.3554317810230638,0.01441571474411089
14,1.2857142857142856,0.3616010241509705,0.010165503147718422
14,1.4285714285714284,0.3670574319096219,0.012175365249951407
14,1.5714285714285714,0.37289858948572063,0.010005109165902238
